Key;Row0;Row1;Row2;Row3;Row4;Row5;Row6;Row7;Row8;Row9;Row10;Row11;Row12;Row13;Row14;Row15;Row16;Row17;Row18;Row19;Row20;Row21;Row22;Row23;Row24;Row25;Row26;Row27;Row28;Row29;Row30;Row31;Row32;Row33;Row34;Row35;Row36;Row37;Row38;Row39;Row40;Row41;Row42;Row43;Row44;Row45;Row46;Row47;Row48;Row49;Row50;Row809;Row1072;Row5406;Row5872;Row15986;Row16003;Row17095;Row19697;Row20408;Row22591;Row23757;Row23789;Row27711;Row28345;Row33541;Row39842;Row41947;Row43388;Row47174;Row57524;Row60071;Row61146;Row63243;Row67469;Row73667;Row74675;Row77829;Row80879;Row81594;Row82887;Row83658;Row88321;Row89843;Row91459;Row92230;Row92281;Row95914;Row96914;Row105449;Row105915;Row106020;Row108151;Row111013;Row116110;Row117054;Row117918;Row121846;Row122408;Row123151;Row123362;Row127588;Row16_dup;Row45_dup;Row69;Row85;Row86;Row90;Row97;Row113;Row119;Row124;Row140;Row147;Row154;Row157;Row170;Row204;Row213;Row229;Row263;Row278;Row313;Row315;Row324;Row329;Row333;Row338;Row344;Row346;Row393;Row413;Row439;Row449;Row456;Row458;Row463;Row468;Row470;Row476;Row483;Row506;Row543;Row568;Row575;Row582;Row584;Row588;Row593;Row597;Row611;Row612;Row614;Row621;Row637
Row23789;0.364;0.560;0.190;0.250;0.455;0.053;0.370;0.286;0.440;0.158;0.393;0.273;0.211;0.200;0.375;0.520;0.273;0.318;0.840;0.150;0.308;0.346;0.364;0.308;0.308;0.286;0.333;0.333;0.680;0.227;0.150;0.409;0.381;0.286;0.308;0.300;0.000;0.381;0.136;0.318;0.250;0.400;0.053;0.227;0.550;0.600;0.333;0.500;0.150;0.524;0.333;0.100;0.400;0.050;0.333;0.053;0.150;0.292;0.053;0.050;0.000;0.158;0.000;0.250;0.385;0.346;0.053;0.158;0.000;0.053;0.100;0.263;0.250;0.182;0.143;0.308;0.375;0.053;0.158;0.542;0.250;0.727;0.462;0.423;0.292;0.250;0.050;0.053;0.421;0.269;0.346;0.000;0.250;0.208;0.158;0.000;0.286;0.105;0.263;0.053;0.320;0.136;0.360;0.360;0.105;0.100;0.370;0.700;0.607;0.357;0.143;0.348;0.150;0.150;0.238;0.481;0.333;0.526;0.481;0.250;0.350;0.625;0.300;0.250;0.542;0.370;0.200;0.536;0.318;0.318;0.455;0.320;0.550;0.333;0.444;0.440;0.182;0.435;0.680;0.500;0.053;0.481;0.286;0.227;0.318;0.320;0.333;0.700;0.320;0.364;0.182;0.261;0.400;0.280;0.250
Row27711;0.400;0.333;0.250;0.304;0.480;0.292;0.154;0.333;0.346;0.375;0.185;0.320;0.417;0.333;0.208;0.292;0.320;0.360;0.731;0.217;0.080;0.120;0.400;0.080;0.080;0.333;0.240;0.087;0.458;0.280;0.217;0.440;0.417;0.462;0.154;0.348;0.250;0.417;0.269;0.360;0.000;0.240;0.292;0.280;0.565;0.609;0.240;0.522;0.217;0.542;0.375;0.250;0.240;0.208;0.308;0.217;0.292;0.269;0.217;0.208;0.250;0.375;0.250;0.000;0.160;0.192;0.292;0.375;0.250;0.292;0.174;0.391;0.083;0.240;0.208;0.080;0.130;0.292;0.375;0.304;0.375;0.609;0.240;0.200;0.125;0.160;0.208;0.217;0.522;0.115;0.120;0.250;0.296;0.042;0.375;0.250;0.400;0.333;0.458;0.292;0.083;0.269;0.200;0.200;0.333;0.250;0.154;0.696;0.407;0.214;0.346;0.250;0.217;0.292;0.217;0.269;0.375;0.609;0.269;0.231;0.391;0.391;0.417;0.375;0.304;0.222;0.261;0.333;0.217;0.423;0.417;0.083;0.565;0.375;0.296;0.346;0.308;0.333;0.458;0.458;0.292;0.269;0.333;0.280;0.360;0.160;0.375;0.696;0.296;0.333;0.308;0.308;0.167;0.259;0.083
Row28345;0.333;0.333;0.320;0.440;0.480;0.423;0.222;0.333;0.407;0.440;0.185;0.250;0.417;0.400;0.280;0.217;0.320;0.292;0.731;0.360;0.080;0.042;0.333;0.080;0.080;0.333;0.308;0.167;0.458;0.280;0.360;0.440;0.348;0.400;0.154;0.480;0.385;0.348;0.269;0.292;0.160;0.167;0.423;0.280;0.625;0.609;0.167;0.640;0.360;0.600;0.375;0.385;0.308;0.346;0.240;0.360;0.423;0.269;0.360;0.346;0.385;0.500;0.385;0.160;0.000;0.120;0.423;0.500;0.385;0.423;0.320;0.520;0.231;0.308;0.280;0.080;0.280;0.423;0.440;0.440;0.500;0.667;0.167;0.200;0.200;0.160;0.346;0.360;0.640;0.115;0.042;0.385;0.296;0.192;0.500;0.385;0.462;0.400;0.520;0.423;0.083;0.269;0.200;0.269;0.462;0.385;0.154;0.696;0.407;0.214;0.346;0.320;0.360;0.423;0.292;0.269;0.500;0.667;0.269;0.296;0.520;0.520;0.480;0.440;0.375;0.222;0.400;0.200;0.360;0.360;0.538;0.083;0.625;0.375;0.160;0.407;0.308;0.400;0.458;0.577;0.423;0.125;0.400;0.280;0.360;0.160;0.440;0.750;0.357;0.462;0.240;0.370;0.167;0.321;0.231
Row33541;0.423;0.292;0.346;0.462;0.500;0.385;0.250;0.360;0.370;0.400;0.214;0.280;0.375;0.292;0.167;0.250;0.346;0.320;0.741;0.385;0.115;0.080;0.360;0.115;0.115;0.360;0.333;0.200;0.480;0.308;0.385;0.462;0.440;0.423;0.115;0.500;0.346;0.440;0.231;0.320;0.192;0.125;0.385;0.308;0.583;0.680;0.269;0.654;0.385;0.615;0.400;0.346;0.333;0.308;0.200;0.385;0.385;0.296;0.385;0.308;0.346;0.462;0.346;0.192;0.120;0.000;0.385;0.462;0.346;0.385;0.346;0.538;0.192;0.333;0.308;0.115;0.308;0.385;0.462;0.462;0.462;0.680;0.269;0.231;0.083;0.192;0.308;0.385;0.654;0.077;0.154;0.346;0.259;0.154;0.462;0.346;0.481;0.423;0.538;0.385;0.120;0.231;0.083;0.231;0.360;0.346;0.185;0.708;0.370;0.179;0.308;0.346;0.385;0.385;0.385;0.231;0.462;0.731;0.296;0.259;0.538;0.480;0.500;0.333;0.333;0.115;0.423;0.231;0.385;0.320;0.556;0.120;0.640;0.333;0.259;0.370;0.269;0.423;0.480;0.538;0.385;0.160;0.423;0.308;0.385;0.042;0.462;0.760;0.259;0.423;0.200;0.269;0.200;0.286;0.192
Row39842;0.409;0.542;0.150;0.211;0.429;0.000;0.346;0.250;0.417;0.111;0.370;0.318;0.167;0.250;0.417;0.500;0.238;0.286;0.833;0.200;0.346;0.385;0.333;0.346;0.346;0.250;0.375;0.304;0.667;0.190;0.105;0.381;0.350;0.250;0.280;0.350;0.053;0.350;0.182;0.286;0.292;0.375;0.000;0.190;0.526;0.579;0.304;0.474;0.105;0.500;0.300;0.053;0.375;0.100;0.304;0.105;0.200;0.261;0.105;0.100;0.053;0.111;0.053;0.292;0.423;0.385;0.000;0.111;0.053;0.000;0.150;0.222;0.217;0.227;0.190;0.346;0.348;0.000;0.111;0.522;0.211;0.714;0.440;0.400;0.333;0.292;0.100;0.105;0.389;0.308;0.385;0.053;0.217;0.250;0.111;0.053;0.250;0.056;0.222;0.000;0.360;0.182;0.333;0.333;0.056;0.053;0.407;0.684;0.593;0.333;0.100;0.318;0.105;0.200;0.200;0.462;0.300;0.500;0.462;0.292;0.316;0.609;0.263;0.211;0.583;0.346;0.158;0.519;0.286;0.286;0.429;0.360;0.526;0.381;0.423;0.417;0.143;0.409;0.667;0.476;0.000;0.519;0.250;0.190;0.286;0.360;0.300;0.684;0.292;0.333;0.227;0.227;0.440;0.250;0.217
Row41947;0.500;0.500;0.250;0.118;0.524;0.111;0.423;0.350;0.500;0.222;0.444;0.409;0.278;0.350;0.364;0.583;0.333;0.381;0.818;0.300;0.423;0.462;0.429;0.423;0.423;0.350;0.318;0.391;0.636;0.286;0.211;0.476;0.450;0.167;0.360;0.450;0.158;0.450;0.273;0.381;0.375;0.458;0.111;0.286;0.471;0.684;0.391;0.579;0.211;0.600;0.400;0.158;0.318;0.200;0.391;0.211;0.111;0.348;0.211;0.200;0.158;0.000;0.158;0.375;0.500;0.462;0.111;0.000;0.158;0.111;0.250;0.125;0.304;0.318;0.286;0.423;0.286;0.111;0.118;0.476;0.118;0.684;0.391;0.417;0.417;0.375;0.200;0.211;0.313;0.385;0.462;0.158;0.304;0.333;0.000;0.158;0.167;0.167;0.125;0.111;0.440;0.273;0.417;0.273;0.167;0.158;0.481;0.647;0.667;0.407;0.200;0.250;0.211;0.111;0.300;0.538;0.222;0.438;0.538;0.375;0.235;0.571;0.176;0.316;0.545;0.423;0.263;0.593;0.381;0.381;0.368;0.440;0.632;0.476;0.500;0.500;0.238;0.500;0.636;0.571;0.111;0.593;0.167;0.286;0.381;0.440;0.400;0.647;0.375;0.429;0.318;0.318;0.520;0.333;0.304
Row43388;0.364;0.560;0.190;0.250;0.455;0.053;0.370;0.286;0.440;0.158;0.393;0.273;0.211;0.200;0.375;0.520;0.273;0.318;0.840;0.150;0.308;0.346;0.364;0.308;0.308;0.286;0.333;0.333;0.680;0.227;0.150;0.409;0.381;0.286;0.308;0.300;0.000;0.381;0.136;0.318;0.250;0.400;0.053;0.227;0.550;0.600;0.333;0.500;0.150;0.524;0.333;0.100;0.400;0.050;0.333;0.053;0.150;0.292;0.053;0.050;0.000;0.158;0.000;0.250;0.385;0.346;0.053;0.158;0.000;0.053;0.100;0.263;0.250;0.182;0.143;0.308;0.375;0.053;0.158;0.542;0.250;0.727;0.462;0.423;0.292;0.250;0.050;0.053;0.421;0.269;0.346;0.000;0.250;0.208;0.158;0.000;0.286;0.105;0.263;0.053;0.320;0.136;0.360;0.360;0.105;0.100;0.370;0.700;0.607;0.357;0.143;0.348;0.150;0.150;0.238;0.481;0.333;0.526;0.481;0.250;0.350;0.625;0.300;0.250;0.542;0.370;0.200;0.536;0.318;0.318;0.455;0.320;0.550;0.333;0.444;0.440;0.182;0.435;0.680;0.500;0.053;0.481;0.286;0.227;0.318;0.320;0.333;0.700;0.320;0.364;0.182;0.261;0.400;0.280;0.250
Row47174;0.409;0.542;0.150;0.211;0.429;0.000;0.346;0.250;0.417;0.111;0.370;0.318;0.167;0.250;0.417;0.500;0.238;0.286;0.833;0.200;0.346;0.385;0.333;0.346;0.346;0.250;0.375;0.304;0.667;0.190;0.105;0.381;0.350;0.250;0.280;0.350;0.053;0.350;0.182;0.286;0.292;0.375;0.000;0.190;0.526;0.579;0.304;0.474;0.105;0.500;0.300;0.053;0.375;0.100;0.304;0.105;0.200;0.261;0.105;0.100;0.053;0.111;0.053;0.292;0.423;0.385;0.000;0.111;0.053;0.000;0.150;0.222;0.217;0.227;0.190;0.346;0.348;0.000;0.111;0.522;0.211;0.714;0.440;0.400;0.333;0.292;0.100;0.105;0.389;0.308;0.385;0.053;0.217;0.250;0.111;0.053;0.250;0.056;0.222;0.000;0.360;0.182;0.333;0.333;0.056;0.053;0.407;0.684;0.593;0.333;0.100;0.318;0.105;0.200;0.200;0.462;0.300;0.500;0.462;0.292;0.316;0.609;0.263;0.211;0.583;0.346;0.158;0.519;0.286;0.286;0.429;0.360;0.526;0.381;0.423;0.417;0.143;0.409;0.667;0.476;0.000;0.519;0.250;0.190;0.286;0.360;0.300;0.684;0.292;0.333;0.227;0.227;0.440;0.250;0.217
Row57524;0.286;0.500;0.100;0.158;0.381;0.150;0.308;0.200;0.375;0.250;0.333;0.190;0.300;0.200;0.375;0.458;0.190;0.238;0.792;0.053;0.240;0.280;0.286;0.240;0.240;0.200;0.261;0.261;0.625;0.143;0.053;0.333;0.300;0.364;0.308;0.211;0.100;0.300;0.136;0.238;0.174;0.400;0.150;0.143;0.474;0.526;0.261;0.421;0.053;0.450;0.250;0.100;0.400;0.050;0.333;0.053;0.150;0.217;0.053;0.050;0.100;0.250;0.100;0.174;0.320;0.346;0.150;0.250;0.100;0.150;0.000;0.263;0.250;0.182;0.050;0.240;0.304;0.150;0.250;0.478;0.250;0.667;0.400;0.360;0.292;0.174;0.050;0.053;0.421;0.269;0.280;0.100;0.250;0.208;0.250;0.100;0.364;0.200;0.350;0.150;0.250;0.136;0.360;0.360;0.200;0.100;0.308;0.632;0.556;0.357;0.227;0.273;0.053;0.150;0.238;0.423;0.409;0.526;0.423;0.250;0.263;0.565;0.300;0.250;0.478;0.370;0.105;0.481;0.238;0.318;0.381;0.250;0.474;0.250;0.385;0.375;0.182;0.364;0.625;0.429;0.150;0.423;0.364;0.143;0.238;0.320;0.250;0.632;0.320;0.286;0.182;0.261;0.333;0.280;0.250
Row60071;0.450;0.524;0.263;0.125;0.474;0.222;0.440;0.368;0.522;0.333;0.462;0.429;0.389;0.450;0.455;0.609;0.350;0.400;0.800;0.316;0.440;0.480;0.450;0.440;0.440;0.368;0.333;0.409;0.600;0.300;0.222;0.421;0.474;0.278;0.440;0.389;0.263;0.474;0.364;0.400;0.391;0.542;0.222;0.300;0.500;0.722;0.409;0.529;0.222;0.556;0.421;0.263;0.409;0.300;0.478;0.222;0.222;0.364;0.222;0.300;0.263;0.125;0.263;0.391;0.520;0.538;0.222;0.125;0.263;0.222;0.263;0.000;0.391;0.409;0.300;0.440;0.300;0.222;0.235;0.421;0.235;0.647;0.409;0.435;0.500;0.391;0.300;0.222;0.214;0.462;0.480;0.263;0.391;0.417;0.125;0.263;0.278;0.278;0.250;0.222;0.458;0.364;0.500;0.364;0.278;0.263;0.500;0.688;0.640;0.481;0.300;0.263;0.222;0.222;0.316;0.560;0.333;0.357;0.560;0.391;0.250;0.526;0.294;0.421;0.500;0.500;0.278;0.615;0.400;0.476;0.294;0.458;0.588;0.500;0.520;0.522;0.333;0.450;0.600;0.526;0.222;0.615;0.278;0.300;0.316;0.520;0.333;0.600;0.458;0.450;0.409;0.409;0.542;0.417;0.391
Row61146;0.462;0.333;0.250;0.304;0.480;0.217;0.154;0.333;0.346;0.304;0.185;0.385;0.348;0.333;0.208;0.292;0.320;0.360;0.731;0.292;0.154;0.192;0.400;0.154;0.154;0.333;0.308;0.087;0.458;0.280;0.217;0.440;0.417;0.400;0.080;0.417;0.250;0.417;0.269;0.360;0.083;0.167;0.217;0.280;0.565;0.609;0.240;0.522;0.217;0.542;0.375;0.174;0.167;0.208;0.240;0.292;0.292;0.269;0.292;0.208;0.250;0.304;0.250;0.083;0.231;0.192;0.217;0.304;0.250;0.217;0.250;0.391;0.000;0.240;0.280;0.154;0.130;0.217;0.304;0.304;0.304;0.609;0.240;0.200;0.125;0.231;0.208;0.292;0.522;0.115;0.192;0.250;0.231;0.042;0.304;0.250;0.333;0.261;0.391;0.217;0.160;0.269;0.125;0.125;0.261;0.174;0.222;0.696;0.407;0.148;0.280;0.250;0.217;0.292;0.217;0.269;0.304;0.609;0.269;0.231;0.391;0.391;0.348;0.304;0.375;0.154;0.261;0.333;0.217;0.360;0.417;0.160;0.565;0.440;0.296;0.346;0.240;0.333;0.458;0.458;0.217;0.333;0.261;0.280;0.360;0.160;0.375;0.696;0.231;0.333;0.308;0.240;0.240;0.192;0.000
Row63243;0.348;0.538;0.261;0.318;0.500;0.227;0.296;0.348;0.360;0.238;0.321;0.333;0.286;0.273;0.360;0.440;0.333;0.375;0.708;0.227;0.296;0.333;0.417;0.296;0.296;0.348;0.250;0.320;0.600;0.292;0.227;0.458;0.364;0.348;0.296;0.364;0.182;0.364;0.208;0.375;0.240;0.320;0.227;0.292;0.591;0.571;0.250;0.545;0.227;0.565;0.391;0.182;0.250;0.136;0.250;0.227;0.227;0.208;0.227;0.136;0.182;0.318;0.182;0.240;0.308;0.333;0.227;0.318;0.182;0.227;0.182;0.409;0.240;0.000;0.217;0.296;0.360;0.227;0.238;0.520;0.318;0.636;0.385;0.407;0.280;0.240;0.136;0.227;0.545;0.259;0.269;0.182;0.167;0.200;0.318;0.182;0.190;0.190;0.333;0.227;0.308;0.208;0.346;0.346;0.273;0.182;0.296;0.667;0.536;0.286;0.292;0.333;0.227;0.227;0.227;0.407;0.391;0.571;0.346;0.167;0.409;0.600;0.286;0.318;0.520;0.296;0.273;0.407;0.304;0.304;0.364;0.308;0.524;0.391;0.308;0.360;0.250;0.417;0.600;0.409;0.227;0.346;0.273;0.292;0.375;0.308;0.391;0.667;0.240;0.273;0.250;0.174;0.320;0.200;0.240
Row67469;0.238;0.458;0.050;0.200;0.333;0.190;0.269;0.150;0.333;0.286;0.296;0.143;0.333;0.238;0.400;0.417;0.143;0.190;0.750;0.100;0.200;0.240;0.238;0.200;0.200;0.150;0.217;0.292;0.583;0.095;0.100;0.286;0.250;0.318;0.269;0.250;0.143;0.250;0.091;0.190;0.208;0.360;0.190;0.095;0.500;0.550;0.217;0.450;0.100;0.400;0.200;0.143;0.423;0.095;0.292;0.100;0.190;0.174;0.100;0.095;0.143;0.286;0.143;0.208;0.280;0.308;0.190;0.286;0.143;0.190;0.050;0.300;0.280;0.217;0.000;0.200;0.333;0.190;0.286;0.500;0.286;0.682;0.360;0.320;0.320;0.130;0.095;0.100;0.450;0.231;0.240;0.143;0.208;0.240;0.286;0.143;0.391;0.238;0.381;0.190;0.208;0.091;0.320;0.320;0.238;0.143;0.269;0.650;0.519;0.321;0.182;0.227;0.100;0.190;0.273;0.385;0.435;0.550;0.385;0.208;0.300;0.583;0.333;0.286;0.500;0.333;0.150;0.444;0.273;0.273;0.409;0.208;0.500;0.200;0.346;0.333;0.136;0.318;0.583;0.455;0.190;0.385;0.391;0.095;0.190;0.280;0.200;0.650;0.280;0.318;0.136;0.217;0.292;0.240;0.280
Row73667;0.320;0.320;0.240;0.360;0.400;0.346;0.148;0.320;0.333;0.423;0.111;0.240;0.462;0.385;0.269;0.280;0.240;0.280;0.704;0.280;0.000;0.040;0.320;0.000;0.000;0.320;0.231;0.160;0.440;0.200;0.280;0.360;0.400;0.385;0.077;0.400;0.308;0.400;0.192;0.280;0.080;0.231;0.346;0.200;0.600;0.640;0.160;0.560;0.280;0.520;0.360;0.308;0.296;0.269;0.231;0.280;0.346;0.192;0.280;0.269;0.308;0.423;0.308;0.080;0.080;0.115;0.346;0.423;0.308;0.346;0.240;0.440;0.154;0.296;0.200;0.000;0.200;0.346;0.423;0.360;0.423;0.640;0.160;0.120;0.192;0.080;0.269;0.280;0.560;0.038;0.040;0.308;0.222;0.115;0.423;0.308;0.444;0.385;0.500;0.346;0.080;0.192;0.192;0.192;0.385;0.308;0.148;0.720;0.333;0.143;0.269;0.240;0.280;0.346;0.280;0.259;0.423;0.640;0.259;0.222;0.440;0.440;0.462;0.423;0.360;0.148;0.320;0.259;0.280;0.346;0.462;0.080;0.600;0.360;0.222;0.333;0.231;0.320;0.440;0.500;0.346;0.192;0.385;0.200;0.280;0.154;0.360;0.720;0.286;0.385;0.231;0.296;0.160;0.250;0.154
Row74675;0.520;0.238;0.304;0.200;0.542;0.348;0.200;0.391;0.400;0.435;0.231;0.440;0.478;0.458;0.182;0.348;0.375;0.417;0.696;0.348;0.200;0.240;0.458;0.200;0.200;0.391;0.217;0.136;0.381;0.333;0.273;0.500;0.478;0.391;0.200;0.478;0.375;0.478;0.385;0.417;0.130;0.292;0.348;0.333;0.500;0.682;0.292;0.591;0.273;0.609;0.435;0.304;0.136;0.333;0.360;0.348;0.273;0.320;0.348;0.333;0.375;0.286;0.375;0.130;0.280;0.308;0.348;0.286;0.375;0.348;0.304;0.300;0.130;0.360;0.333;0.200;0.000;0.348;0.364;0.200;0.286;0.550;0.136;0.174;0.250;0.280;0.333;0.348;0.450;0.231;0.240;0.375;0.346;0.167;0.286;0.375;0.318;0.391;0.381;0.348;0.208;0.385;0.250;0.091;0.391;0.304;0.269;0.650;0.462;0.259;0.400;0.143;0.273;0.273;0.273;0.320;0.286;0.550;0.320;0.346;0.300;0.300;0.333;0.435;0.286;0.269;0.318;0.385;0.273;0.480;0.333;0.208;0.636;0.500;0.346;0.400;0.360;0.391;0.381;0.522;0.348;0.385;0.238;0.333;0.417;0.280;0.435;0.650;0.346;0.391;0.423;0.360;0.292;0.308;0.130
Row77829;0.409;0.542;0.150;0.211;0.429;0.000;0.346;0.250;0.417;0.111;0.370;0.318;0.167;0.250;0.417;0.500;0.238;0.286;0.833;0.200;0.346;0.385;0.333;0.346;0.346;0.250;0.375;0.304;0.667;0.190;0.105;0.381;0.350;0.250;0.280;0.350;0.053;0.350;0.182;0.286;0.292;0.375;0.000;0.190;0.526;0.579;0.304;0.474;0.105;0.500;0.300;0.053;0.375;0.100;0.304;0.105;0.200;0.261;0.105;0.100;0.053;0.111;0.053;0.292;0.423;0.385;0.000;0.111;0.053;0.000;0.150;0.222;0.217;0.227;0.190;0.346;0.348;0.000;0.111;0.522;0.211;0.714;0.440;0.400;0.333;0.292;0.100;0.105;0.389;0.308;0.385;0.053;0.217;0.250;0.111;0.053;0.250;0.056;0.222;0.000;0.360;0.182;0.333;0.333;0.056;0.053;0.407;0.684;0.593;0.333;0.100;0.318;0.105;0.200;0.200;0.462;0.300;0.500;0.462;0.292;0.316;0.609;0.263;0.211;0.583;0.346;0.158;0.519;0.286;0.286;0.429;0.360;0.526;0.381;0.423;0.417;0.143;0.409;0.667;0.476;0.000;0.519;0.250;0.190;0.286;0.360;0.300;0.684;0.292;0.333;0.227;0.227;0.440;0.250;0.217
Row80879;0.429;0.565;0.250;0.222;0.524;0.111;0.423;0.350;0.500;0.118;0.444;0.409;0.176;0.350;0.435;0.522;0.333;0.381;0.818;0.300;0.423;0.462;0.429;0.423;0.423;0.350;0.391;0.391;0.636;0.286;0.211;0.476;0.368;0.167;0.360;0.450;0.158;0.368;0.273;0.381;0.375;0.391;0.111;0.286;0.556;0.611;0.318;0.579;0.211;0.600;0.400;0.158;0.318;0.200;0.318;0.211;0.211;0.348;0.211;0.200;0.158;0.118;0.158;0.375;0.440;0.462;0.111;0.118;0.158;0.111;0.250;0.235;0.304;0.238;0.286;0.423;0.364;0.111;0.000;0.545;0.222;0.684;0.391;0.417;0.417;0.375;0.200;0.211;0.412;0.385;0.400;0.158;0.304;0.333;0.118;0.158;0.167;0.059;0.125;0.111;0.440;0.273;0.417;0.348;0.167;0.158;0.481;0.647;0.667;0.407;0.200;0.333;0.211;0.211;0.211;0.538;0.316;0.438;0.480;0.375;0.333;0.636;0.176;0.316;0.609;0.423;0.263;0.538;0.381;0.300;0.450;0.440;0.556;0.476;0.440;0.500;0.238;0.500;0.636;0.571;0.111;0.538;0.167;0.286;0.381;0.440;0.400;0.647;0.375;0.429;0.318;0.318;0.458;0.333;0.304
Row81594;0.565;0.429;0.478;0.400;0.450;0.522;0.360;0.565;0.560;0.609;0.385;0.600;0.652;0.625;0.364;0.522;0.542;0.583;0.632;0.522;0.360;0.400;0.565;0.360;0.360;0.565;0.391;0.318;0.235;0.500;0.455;0.476;0.652;0.565;0.360;0.450;0.542;0.591;0.538;0.583;0.304;0.458;0.522;0.500;0.700;0.810;0.458;0.500;0.455;0.526;0.545;0.478;0.318;0.500;0.520;0.522;0.455;0.480;0.522;0.500;0.542;0.476;0.542;0.304;0.440;0.462;0.522;0.476;0.542;0.522;0.478;0.421;0.304;0.520;0.500;0.360;0.200;0.522;0.545;0.000;0.400;0.529;0.318;0.273;0.417;0.440;0.500;0.522;0.313;0.385;0.400;0.542;0.500;0.333;0.476;0.542;0.500;0.565;0.500;0.522;0.375;0.538;0.417;0.273;0.565;0.478;0.423;0.850;0.364;0.407;0.560;0.333;0.455;0.455;0.455;0.480;0.316;0.529;0.480;0.440;0.421;0.125;0.450;0.609;0.400;0.423;0.429;0.538;0.300;0.640;0.278;0.375;0.762;0.667;0.500;0.560;0.520;0.263;0.235;0.500;0.522;0.538;0.429;0.500;0.522;0.440;0.400;0.647;0.500;0.565;0.577;0.520;0.458;0.462;0.304
Row82887;0.500;0.500;0.250;0.118;0.450;0.211;0.423;0.350;0.500;0.316;0.444;0.409;0.368;0.350;0.364;0.583;0.333;0.381;0.762;0.300;0.423;0.462;0.429;0.423;0.423;0.350;0.318;0.391;0.571;0.286;0.211;0.476;0.450;0.263;0.360;0.368;0.250;0.450;0.273;0.381;0.375;0.458;0.211;0.286;0.471;0.684;0.391;0.500;0.211;0.526;0.400;0.158;0.318;0.200;0.391;0.300;0.111;0.348;0.300;0.200;0.250;0.118;0.250;0.375;0.500;0.462;0.211;0.118;0.250;0.211;0.250;0.235;0.304;0.318;0.286;0.423;0.286;0.211;0.222;0.400;0.000;0.611;0.391;0.348;0.417;0.375;0.200;0.300;0.313;0.385;0.462;0.250;0.304;0.333;0.118;0.250;0.263;0.263;0.235;0.211;0.440;0.273;0.417;0.273;0.263;0.158;0.481;0.647;0.615;0.407;0.286;0.250;0.211;0.111;0.381;0.538;0.222;0.438;0.538;0.375;0.125;0.500;0.176;0.316;0.545;0.423;0.263;0.593;0.300;0.381;0.278;0.440;0.632;0.476;0.500;0.500;0.238;0.429;0.571;0.571;0.211;0.593;0.263;0.286;0.381;0.440;0.316;0.563;0.375;0.429;0.318;0.318;0.520;0.333;0.304
Row83658;0.700;0.632;0.667;0.611;0.667;0.714;0.640;0.700;0.619;0.684;0.654;0.727;0.737;0.700;0.619;0.650;0.667;0.714;0.733;0.650;0.640;0.680;0.762;0.640;0.640;0.700;0.571;0.636;0.467;0.682;0.650;0.684;0.737;0.700;0.640;0.667;0.727;0.737;0.708;0.714;0.609;0.636;0.714;0.682;0.643;0.941;0.571;0.750;0.650;0.765;0.750;0.667;0.571;0.682;0.571;0.714;0.650;0.652;0.714;0.682;0.727;0.684;0.727;0.609;0.667;0.680;0.714;0.684;0.727;0.714;0.667;0.647;0.609;0.636;0.682;0.640;0.550;0.714;0.684;0.529;0.611;0.000;0.571;0.591;0.652;0.609;0.682;0.714;0.667;0.654;0.625;0.727;0.667;0.625;0.684;0.727;0.632;0.700;0.722;0.714;0.667;0.708;0.652;0.591;0.700;0.667;0.692;0.667;0.619;0.667;0.739;0.526;0.650;0.650;0.579;0.652;0.529;0.500;0.591;0.609;0.563;0.467;0.667;0.684;0.529;0.640;0.632;0.652;0.579;0.650;0.588;0.667;0.538;0.684;0.667;0.619;0.696;0.556;0.467;0.563;0.714;0.652;0.556;0.682;0.650;0.667;0.611;0.400;0.667;0.556;0.750;0.636;0.571;0.680;0.609
Row88321;0.417;0.273;0.333;0.318;0.500;0.440;0.231;0.417;0.423;0.458;0.192;0.400;0.500;0.538;0.292;0.304;0.333;0.375;0.652;0.440;0.160;0.200;0.417;0.160;0.160;0.417;0.250;0.250;0.333;0.292;0.375;0.458;0.435;0.273;0.160;0.560;0.462;0.435;0.346;0.375;0.240;0.250;0.440;0.292;0.591;0.696;0.174;0.667;0.375;0.625;0.458;0.400;0.174;0.423;0.250;0.440;0.375;0.280;0.440;0.423;0.462;0.391;0.462;0.240;0.167;0.269;0.440;0.391;0.462;0.440;0.400;0.409;0.240;0.385;0.360;0.160;0.136;0.440;0.391;0.318;0.391;0.571;0.000;0.130;0.346;0.240;0.423;0.440;0.545;0.192;0.125;0.462;0.308;0.269;0.391;0.462;0.348;0.417;0.409;0.440;0.240;0.346;0.280;0.130;0.480;0.400;0.296;0.667;0.423;0.222;0.360;0.182;0.375;0.375;0.304;0.346;0.391;0.571;0.280;0.370;0.409;0.409;0.364;0.520;0.391;0.231;0.417;0.280;0.375;0.375;0.435;0.240;0.652;0.520;0.240;0.423;0.320;0.417;0.333;0.600;0.440;0.280;0.273;0.292;0.375;0.308;0.458;0.667;0.370;0.480;0.385;0.385;0.250;0.333;0.240
